0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:14 +0500] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:27 +0500] "GET /velocity/ HTTP/1.1" 200 815
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:27 +0500] "GET /velocity/styles.ef650aba70bcd7de.css HTTP/1.1" 200 379884
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:27 +0500] "GET /velocity/runtime.d37f5b9de4585a4d.js HTTP/1.1" 200 3702
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:27 +0500] "GET /velocity/polyfills.a1e4733db5f0b07c.js HTTP/1.1" 200 33894
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:27 +0500] "GET /velocity/scripts.393da9fe47f045aa.js HTTP/1.1" 200 975120
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:31 +0500] "GET /velocity/main.84cb5b83fdbd1c69.js HTTP/1.1" 200 5678380
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:31 +0500] "GET /velocity/assets/i18n/en.json HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:31 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=0 HTTP/1.1" 200 13023
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:31 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:31 +0500] "GET /velocity/getAllMenu HTTP/1.1" 200 19658
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:32 +0500] "GET /velocity/assets/images/Qarshi_Walpaper_Final.jpg.jpeg HTTP/1.1" 200 4904358
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:43 +0500] "GET /velocity/641.b1b3ebd484f60018.js HTTP/1.1" 200 171231
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:43 +0500] "GET /velocity/198.b27ee009b8d9c6d0.js HTTP/1.1" 200 17398
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:43 +0500] "GET /velocity/common.0e5e82267c130956.js HTTP/1.1" 200 16742
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:43 +0500] "GET /velocity/149.870c766a9ceddfb6.js HTTP/1.1" 200 818761
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:44 +0500] "GET /velocity/4.1ededa65bcd6a9a0.js HTTP/1.1" 200 377246
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:44 +0500] "GET /velocity/455.8b8e10bb01bcb813.js HTTP/1.1" 200 575542
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:44 +0500] "GET /velocity/72.5b807d21d53a3bc1.js HTTP/1.1" 200 63085
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:44 +0500] "GET /velocity/89.53a4a606adedd3a0.js HTTP/1.1" 200 196934
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:44 +0500] "GET /velocity/922.9a081a87f39bc1da.js HTTP/1.1" 200 59208
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:44 +0500] "GET /velocity/365.05168ef4b8075ffa.js HTTP/1.1" 200 19577
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:44 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:53 +0500] "POST /velocity/api/auth/login HTTP/1.1" 200 1115
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:53 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:53 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=0 HTTP/1.1" 200 13023
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:53 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=0 HTTP/1.1" 200 13023
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:53 +0500] "GET /velocity/getAllMenu HTTP/1.1" 200 19658
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:53 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=0 HTTP/1.1" 200 13023
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:54 +0500] "GET /velocity/getAllMenu HTTP/1.1" 200 19658
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:25:54 +0500] "GET /velocity/getAllMenu HTTP/1.1" 200 19658
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:26:04 +0500] "GET /velocity/getAllCustomForms HTTP/1.1" 200 35549
0:0:0:0:0:0:0:1 - - [08/Apr/2026:10:26:04 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=9 HTTP/1.1" 200 13023
